ReturnID,SalesID,OrderID,ReturnDateKey,ReturnReason,ReturnStatus,RefundAmount
18381,178066,71143,20251231,Damaged,Refunded,61.49
18382,178069,71144,20241228,Damaged,Refunded,144.97
18383,178073,71145,20250607,Changed mind,Refunded,55.18
18384,178077,71147,20250806,Damaged,Refunded,9.82
18385,178080,71148,20251210,Not as expected,Refunded,220.4
18386,178089,71151,20240721,Changed mind,Refunded,79.72
18387,178092,71154,20240812,Damaged,Refunded,69.14
18388,178101,71156,20240607,Size/Fit,Refunded,81.75
18389,178106,71159,20241229,Defective,Refunded,1043.14
18390,178116,71162,20251025,Not as expected,Refunded,53.74
18391,178122,71165,20251110,Damaged,Refunded,20.83
18392,178130,71169,20250803,Defective,Refunded,376.75
18393,178131,71169,20250731,Wrong item,Refunded,30.05
18394,178138,71173,20241215,Allergic reaction,Refunded,114.69
18395,178145,71177,20250613,Changed mind,Refunded,111.65
18396,178178,71192,20251030,Damaged,Approved,0.0
18397,178206,71203,20250622,Damaged,Pending,0.0
18398,178212,71205,20250512,Damaged,Refunded,77.81
18399,178221,71208,20250720,Defective,Pending,0.0
18400,178224,71209,20240220,Wrong item,Refunded,32.95
18401,178226,71210,20250519,Missing parts,Refunded,1522.18
18402,178229,71211,20240328,Allergic reaction,Refunded,67.13
18403,178234,71213,20240811,Changed mind,Refunded,48.66
18404,178238,71215,20240501,Damaged,Refunded,165.15
18405,178244,71216,20240406,Damaged,Approved,0.0
18406,178254,71221,20240224,Changed mind,Refunded,19.69
18407,178255,71222,20250505,Allergic reaction,Approved,0.0
18408,178261,71223,20251030,Not as expected,Refunded,303.72
18409,178274,71227,20251231,Changed mind,Refunded,673.72
18410,178278,71228,20251001,Changed mind,Refunded,169.54
18411,178282,71229,20250913,Not as expected,Refunded,102.57
18412,178291,71234,20250525,Damaged,Approved,0.0
18413,178318,71242,20240904,Damaged,Refunded,48.9
18414,178331,71248,20240718,Not as expected,Refunded,38.33
18415,178335,71249,20240916,Damaged,Refunded,106.52
18416,178336,71249,20240916,Changed mind,Refunded,10.03
18417,178337,71249,20240924,Damaged,Refunded,216.29
18418,178341,71251,20240302,Damaged,Approved,0.0
18419,178344,71253,20250109,Changed mind,Refunded,57.44
18420,178347,71254,20240213,Late delivery,Refunded,14.04
18421,178354,71255,20240828,Damaged,Refunded,189.42
18422,178379,71267,20240304,Changed mind,Approved,0.0
18423,178387,71269,20241209,Changed mind,Refunded,89.28
18424,178390,71269,20241129,Changed mind,Refunded,135.72
18425,178395,71271,20251231,Size/Fit,Refunded,115.16
18426,178397,71271,20251230,Damaged,Refunded,65.21
18427,178404,71275,20251124,Damaged,Refunded,347.43
18428,178409,71277,20250804,Allergic reaction,Refunded,51.85
18429,178417,71279,20240415,Not as expected,Refunded,48.58
18430,178428,71284,20240311,Missing parts,Refunded,556.72
18431,178435,71286,20240712,Wrong item,Refunded,62.56
18432,178437,71287,20240605,Changed mind,Refunded,44.97
18433,178444,71291,20250311,Damaged,Refunded,301.5
18434,178449,71293,20240401,Size/Fit,Refunded,98.63
18435,178462,71299,20240712,Wrong item,Refunded,12.61
18436,178465,71299,20240701,Changed mind,Refunded,24.91
18437,178467,71300,20250911,Not as expected,Refunded,650.63
18438,178471,71302,20251231,Allergic reaction,Pending,0.0
18439,178480,71304,20250114,Defective,Refunded,390.48
18440,178482,71305,20251008,Wrong item,Approved,0.0
18441,178489,71306,20241212,Damaged,Refunded,309.53
18442,178496,71309,20240811,Late delivery,Refunded,11.78
18443,178506,71314,20250815,Allergic reaction,Refunded,77.0
18444,178508,71314,20250822,Late delivery,Refunded,36.54
18445,178511,71315,20250904,Defective,Approved,0.0
18446,178517,71318,20241220,Damaged,Refunded,133.27
18447,178518,71318,20241128,Damaged,Refunded,108.07
18448,178519,71318,20241120,Late delivery,Refunded,20.08
18449,178523,71320,20240907,Late delivery,Refunded,26.8
18450,178537,71326,20251114,Damaged,Refunded,57.09
18451,178541,71328,20240407,Changed mind,Refunded,212.04
18452,178551,71332,20241210,Missing parts,Approved,0.0
18453,178565,71338,20250424,Wrong item,Refunded,37.72
18454,178574,71342,20250204,Size/Fit,Refunded,155.62
18455,178585,71345,20250919,Changed mind,Refunded,269.81
18456,178592,71348,20250610,Not as expected,Refunded,266.34
18457,178595,71349,20240226,Missing parts,Refunded,132.33
18458,178601,71351,20251004,Not as expected,Refunded,74.71
18459,178607,71355,20250126,Changed mind,Refunded,86.73
18460,178612,71356,20250617,Missing parts,Approved,0.0
18461,178613,71357,20250802,Size/Fit,Refunded,77.31
18462,178619,71359,20240408,Not as expected,Approved,0.0
18463,178624,71361,20241229,Not as expected,Refunded,194.22
18464,178628,71361,20250128,Size/Fit,Refunded,45.95
18465,178659,71371,20240406,Damaged,Refunded,72.38
18466,178698,71387,20240808,Not as expected,Refunded,214.74
18467,178702,71389,20250101,Changed mind,Refunded,30.63
18468,178705,71390,20251129,Damaged,Approved,0.0
18469,178717,71394,20250724,Damaged,Refunded,150.34
18470,178724,71396,20240313,Not as expected,Refunded,71.31
18471,178732,71398,20250426,Damaged,Approved,0.0
18472,178736,71400,20240721,Damaged,Refunded,29.74
18473,178777,71419,20240622,Damaged,Refunded,96.87
18474,178786,71423,20240925,Size/Fit,Refunded,174.74
18475,178790,71425,20250410,Size/Fit,Refunded,95.82
18476,178794,71426,20240510,Changed mind,Refunded,107.58
18477,178801,71429,20240714,Damaged,Approved,0.0
18478,178820,71434,20240714,Damaged,Refunded,90.34
18479,178834,71440,20240416,Size/Fit,Approved,0.0
18480,178863,71453,20250820,Changed mind,Refunded,65.18
18481,178881,71457,20240909,Damaged,Refunded,44.57
18482,178890,71461,20250630,Changed mind,Refunded,12.41
18483,178899,71465,20250210,Damaged,Refunded,1145.74
18484,178910,71471,20240531,Damaged,Refunded,88.87
18485,178924,71476,20251221,Allergic reaction,Refunded,36.85
18486,178925,71477,20240213,Not as expected,Refunded,113.81
18487,178938,71481,20250717,Size/Fit,Approved,0.0
18488,178939,71482,20250316,Damaged,Refunded,9.74
18489,178947,71485,20241104,Damaged,Refunded,24.84
18490,178955,71487,20240925,Missing parts,Pending,0.0
18491,178960,71489,20250119,Damaged,Refunded,34.76
18492,178974,71494,20251124,Size/Fit,Refunded,58.36
18493,178983,71498,20250310,Not as expected,Refunded,277.1
18494,178984,71498,20250223,Damaged,Pending,0.0
18495,178989,71501,20250514,Not as expected,Refunded,365.0
18496,179000,71505,20251231,Damaged,Approved,0.0
18497,179013,71512,20251123,Damaged,Refunded,343.42
18498,179030,71518,20241105,Not as expected,Refunded,79.4
18499,179032,71519,20250624,Not as expected,Refunded,47.32
18500,179035,71519,20250628,Wrong item,Refunded,10.56
18501,179042,71522,20250523,Damaged,Refunded,129.31
18502,179043,71522,20250516,Damaged,Refunded,46.22
18503,179050,71527,20240602,Changed mind,Refunded,146.68
18504,179070,71535,20240506,Changed mind,Refunded,10.5
18505,179084,71540,20240904,Not as expected,Refunded,519.93
18506,179087,71541,20240711,Late delivery,Refunded,7.11
18507,179091,71543,20250504,Damaged,Refunded,95.05
18508,179099,71546,20250123,Damaged,Refunded,76.32
18509,179121,71556,20240517,Changed mind,Approved,0.0
18510,179137,71563,20240828,Changed mind,Refunded,66.52
18511,179147,71568,20250213,Not as expected,Approved,0.0
18512,179152,71570,20240411,Not as expected,Refunded,35.33
18513,179153,71570,20240415,Damaged,Refunded,79.09
18514,179158,71572,20251224,Damaged,Approved,0.0
18515,179159,71573,20250606,Damaged,Refunded,93.38
18516,179187,71584,20250702,Not as expected,Refunded,60.55
18517,179205,71591,20250118,Missing parts,Refunded,81.39
18518,179222,71597,20250518,Damaged,Refunded,75.13
18519,179235,71602,20241223,Damaged,Refunded,138.59
18520,179236,71602,20241229,Damaged,Refunded,269.93
18521,179245,71606,20241026,Defective,Approved,0.0
18522,179269,71615,20240322,Wrong item,Refunded,15.68
18523,179275,71617,20241109,Defective,Refunded,100.87
18524,179284,71622,20240303,Not as expected,Refunded,419.38
18525,179293,71625,20240418,Damaged,Refunded,106.32
18526,179294,71625,20240326,Missing parts,Refunded,149.4
18527,179307,71630,20241110,Damaged,Refunded,240.3
18528,179311,71632,20250816,Not as expected,Refunded,79.81
18529,179318,71633,20240127,Damaged,Approved,0.0
18530,179320,71634,20250208,Not as expected,Approved,0.0
18531,179332,71640,20250209,Damaged,Approved,0.0
18532,179337,71641,20250827,Not as expected,Refunded,292.66
18533,179344,71644,20251015,Allergic reaction,Refunded,41.08
18534,179363,71649,20241130,Damaged,Refunded,229.34
18535,179377,71657,20251207,Damaged,Refunded,148.51
18536,179382,71658,20251024,Damaged,Refunded,177.71
18537,179386,71660,20240203,Not as expected,Refunded,138.9
18538,179395,71665,20240606,Damaged,Refunded,127.65
18539,179397,71666,20240705,Size/Fit,Refunded,96.99
18540,179422,71677,20250627,Late delivery,Refunded,31.8
18541,179433,71681,20250924,Not as expected,Refunded,60.62
18542,179442,71685,20240624,Damaged,Refunded,7.48
18543,179443,71686,20250318,Damaged,Approved,0.0
18544,179444,71687,20250606,Wrong item,Refunded,20.83
18545,179446,71687,20250525,Changed mind,Refunded,39.34
18546,179450,71688,20251126,Changed mind,Refunded,69.18
18547,179459,71692,20250714,Not as expected,Refunded,57.63
18548,179470,71697,20251231,Wrong item,Refunded,23.8
18549,179471,71697,20251231,Damaged,Refunded,113.03
18550,179479,71700,20241222,Defective,Refunded,484.32
18551,179482,71700,20250101,Damaged,Refunded,120.5
18552,179485,71702,20250302,Damaged,Pending,0.0
18553,179505,71712,20241022,Missing parts,Refunded,237.8
18554,179507,71713,20250517,Missing parts,Refunded,188.82
18555,179524,71721,20240819,Missing parts,Refunded,160.48
18556,179534,71724,20250816,Changed mind,Refunded,420.28
18557,179538,71726,20241220,Not as expected,Refunded,208.22
18558,179541,71727,20250812,Allergic reaction,Refunded,34.89
18559,179543,71727,20250801,Changed mind,Refunded,38.82
18560,179557,71734,20240718,Not as expected,Refunded,156.49
18561,179562,71736,20240406,Missing parts,Refunded,163.29
18562,179566,71737,20250112,Damaged,Approved,0.0
18563,179581,71743,20250608,Allergic reaction,Refunded,34.19
18564,179585,71745,20240307,Damaged,Refunded,36.53
18565,179590,71748,20240531,Late delivery,Refunded,41.05
18566,179604,71754,20240802,Defective,Approved,0.0
18567,179606,71755,20240922,Changed mind,Refunded,157.02
18568,179607,71755,20240917,Damaged,Refunded,102.62
18569,179628,71766,20240308,Not as expected,Refunded,183.6
18570,179631,71768,20241028,Damaged,Refunded,196.49
18571,179635,71771,20250216,Damaged,Refunded,15.74
18572,179644,71774,20240812,Damaged,Pending,0.0
18573,179650,71776,20250806,Damaged,Refunded,40.26
18574,179666,71783,20240416,Allergic reaction,Pending,0.0
18575,179675,71787,20250327,Late delivery,Refunded,16.23
18576,179677,71787,20250319,Allergic reaction,Refunded,64.09
18577,179696,71795,20241223,Damaged,Refunded,288.49
18578,179716,71803,20240731,Changed mind,Refunded,56.68
18579,179717,71804,20251007,Not as expected,Approved,0.0
18580,179736,71813,20250113,Damaged,Refunded,383.48
18581,179750,71818,20240319,Defective,Refunded,68.5
18582,179763,71825,20241003,Defective,Refunded,228.24
18583,179768,71827,20250629,Not as expected,Approved,0.0
18584,179769,71828,20250207,Allergic reaction,Refunded,47.27
18585,179773,71829,20240226,Size/Fit,Refunded,73.98
18586,179789,71835,20250916,Damaged,Refunded,183.9
18587,179804,71839,20251101,Changed mind,Refunded,71.42
18588,179814,71844,20250723,Not as expected,Refunded,32.66
18589,179818,71846,20251223,Allergic reaction,Refunded,58.0
18590,179822,71848,20241226,Not as expected,Refunded,40.5
18591,179834,71851,20241101,Damaged,Refunded,154.16
18592,179842,71854,20240813,Damaged,Approved,0.0
18593,179848,71856,20251129,Not as expected,Refunded,109.88
18594,179851,71856,20251204,Size/Fit,Refunded,130.41
18595,179859,71859,20250131,Not as expected,Refunded,59.63
18596,179867,71862,20250801,Damaged,Refunded,86.04
18597,179875,71866,20240126,Not as expected,Refunded,69.78
18598,179876,71866,20240203,Damaged,Refunded,220.66
18599,179886,71871,20240418,Damaged,Refunded,213.4
18600,179889,71871,20240419,Damaged,Refunded,60.64
18601,179892,71872,20250429,Missing parts,Refunded,112.48
18602,179922,71884,20240106,Not as expected,Refunded,35.01
18603,179923,71884,20240118,Not as expected,Refunded,48.72
18604,179930,71888,20241213,Size/Fit,Approved,0.0
18605,179939,71894,20251027,Not as expected,Refunded,68.25
18606,179941,71895,20251109,Changed mind,Refunded,68.64
18607,179951,71898,20240216,Not as expected,Pending,0.0
18608,179952,71899,20250421,Wrong item,Refunded,19.27
18609,179956,71900,20240829,Not as expected,Refunded,289.26
18610,179973,71906,20240713,Damaged,Refunded,830.57
18611,179982,71910,20250424,Not as expected,Pending,0.0
18612,179985,71911,20250208,Size/Fit,Refunded,70.55
18613,180013,71919,20250313,Changed mind,Refunded,319.58
18614,180019,71922,20240123,Not as expected,Refunded,112.55
18615,180026,71924,20240725,Not as expected,Refunded,48.35
18616,180028,71924,20240727,Not as expected,Refunded,208.65
18617,180041,71927,20250213,Not as expected,Approved,0.0
18618,180055,71932,20240922,Not as expected,Refunded,28.49
18619,180057,71932,20240929,Missing parts,Refunded,342.98
18620,180068,71936,20240802,Damaged,Refunded,18.03
18621,180074,71939,20241206,Damaged,Refunded,212.59
18622,180092,71944,20250916,Defective,Refunded,344.55
18623,180108,71952,20241012,Damaged,Refunded,50.26
18624,180110,71953,20250901,Not as expected,Approved,0.0
18625,180112,71953,20250815,Not as expected,Approved,0.0
18626,180114,71954,20250119,Defective,Refunded,496.32
18627,180128,71958,20251106,Size/Fit,Refunded,82.68
18628,180136,71961,20251231,Changed mind,Approved,0.0
18629,180139,71962,20240507,Damaged,Refunded,66.27
18630,180146,71966,20240616,Changed mind,Refunded,137.05
18631,180166,71972,20250623,Changed mind,Pending,0.0
18632,180168,71973,20251010,Defective,Refunded,207.76
18633,180170,71974,20250415,Changed mind,Refunded,185.47
18634,180171,71974,20250414,Allergic reaction,Approved,0.0
18635,180175,71977,20250927,Not as expected,Refunded,73.72
18636,180180,71980,20240830,Changed mind,Approved,0.0
18637,180185,71984,20241228,Changed mind,Refunded,129.79
18638,180187,71984,20241215,Damaged,Refunded,2372.5
18639,180192,71987,20250702,Defective,Refunded,161.79
18640,180211,71993,20240521,Not as expected,Approved,0.0
18641,180214,71994,20241009,Damaged,Pending,0.0
18642,180258,72014,20240430,Changed mind,Refunded,105.28
18643,180259,72014,20240504,Not as expected,Refunded,357.5
18644,180273,72022,20251209,Damaged,Refunded,397.79
18645,180277,72024,20250618,Damaged,Refunded,112.12
18646,180278,72024,20250714,Not as expected,Refunded,243.93
18647,180291,72029,20250629,Defective,Approved,0.0
18648,180303,72033,20250214,Changed mind,Approved,0.0
18649,180348,72050,20250113,Damaged,Approved,0.0
18650,180355,72050,20250126,Damaged,Refunded,172.66
18651,180359,72052,20241230,Size/Fit,Approved,0.0
18652,180386,72063,20240806,Damaged,Refunded,19.75
18653,180389,72064,20250203,Changed mind,Refunded,26.97
18654,180396,72066,20250521,Changed mind,Approved,0.0
18655,180414,72074,20241124,Damaged,Refunded,102.97
18656,180429,72081,20250907,Changed mind,Refunded,124.06
18657,180473,72099,20240525,Damaged,Refunded,182.13
18658,180519,72119,20250414,Not as expected,Refunded,93.97
18659,180568,72138,20240726,Damaged,Refunded,40.49
18660,180569,72139,20250828,Not as expected,Refunded,138.06
18661,180572,72140,20240503,Not as expected,Approved,0.0
18662,180590,72146,20250831,Damaged,Refunded,177.43
18663,180594,72147,20240516,Changed mind,Refunded,231.68
18664,180606,72151,20250301,Late delivery,Refunded,27.33
18665,180622,72158,20251231,Defective,Refunded,658.8
18666,180624,72158,20251214,Size/Fit,Refunded,72.94
18667,180630,72160,20250401,Not as expected,Refunded,17.46
18668,180637,72162,20241005,Not as expected,Pending,0.0
18669,180642,72163,20251204,Damaged,Refunded,313.59
18670,180643,72163,20251112,Damaged,Refunded,102.54
18671,180647,72164,20241020,Not as expected,Refunded,66.89
18672,180659,72169,20250829,Damaged,Refunded,71.76
18673,180671,72173,20250821,Late delivery,Refunded,25.86
18674,180700,72185,20250325,Damaged,Refunded,62.21
18675,180707,72188,20250910,Not as expected,Approved,0.0
18676,180710,72188,20250924,Damaged,Refunded,251.58
18677,180711,72188,20251015,Wrong item,Refunded,26.33
18678,180712,72189,20250219,Damaged,Approved,0.0
18679,180720,72192,20251231,Changed mind,Refunded,95.71
18680,180726,72194,20240127,Not as expected,Refunded,107.16
18681,180737,72199,20250116,Changed mind,Refunded,182.89
18682,180740,72200,20250117,Not as expected,Refunded,139.18
18683,180742,72201,20240601,Missing parts,Refunded,781.36
18684,180762,72209,20250728,Defective,Refunded,344.4
18685,180777,72215,20240519,Not as expected,Refunded,36.2
18686,180793,72221,20250820,Damaged,Refunded,20.72
18687,180798,72222,20240408,Size/Fit,Approved,0.0
18688,180805,72226,20240922,Changed mind,Refunded,140.09
18689,180807,72227,20240424,Not as expected,Refunded,252.12
18690,180844,72244,20240908,Damaged,Approved,0.0
18691,180876,72258,20240122,Changed mind,Approved,0.0
18692,180879,72258,20240108,Allergic reaction,Refunded,33.89
18693,180887,72261,20240315,Not as expected,Refunded,199.73
18694,180891,72262,20240515,Changed mind,Refunded,132.79
18695,180892,72262,20240603,Size/Fit,Refunded,50.89
18696,180894,72262,20240515,Not as expected,Approved,0.0
18697,180903,72268,20250703,Damaged,Refunded,69.4
18698,180915,72272,20241115,Damaged,Refunded,67.77
18699,180930,72278,20251220,Changed mind,Approved,0.0
18700,180938,72280,20240218,Not as expected,Approved,0.0
18701,180952,72287,20240217,Size/Fit,Refunded,151.1
18702,180955,72287,20240202,Changed mind,Refunded,430.58
18703,180956,72288,20240702,Not as expected,Refunded,226.14
18704,180957,72289,20250405,Missing parts,Refunded,201.34
18705,180985,72297,20250309,Damaged,Refunded,331.55
18706,180989,72300,20251231,Changed mind,Refunded,96.81
18707,180996,72302,20240826,Not as expected,Refunded,37.24
18708,180999,72303,20250514,Size/Fit,Refunded,150.13
18709,181010,72311,20240625,Changed mind,Approved,0.0
18710,181013,72312,20240820,Damaged,Refunded,53.25
18711,181017,72313,20250718,Not as expected,Refunded,37.97
18712,181021,72315,20240826,Not as expected,Refunded,191.89
18713,181030,72319,20240815,Allergic reaction,Pending,0.0
18714,181040,72322,20240811,Not as expected,Refunded,170.39
18715,181043,72323,20240329,Size/Fit,Refunded,188.91
18716,181044,72324,20251229,Damaged,Refunded,254.65
18717,181045,72324,20251231,Not as expected,Refunded,245.2
18718,181049,72326,20251231,Not as expected,Refunded,265.88
18719,181053,72327,20250810,Late delivery,Refunded,27.87
18720,181055,72328,20241118,Damaged,Refunded,259.8
18721,181059,72330,20250926,Damaged,Refunded,131.54
18722,181062,72331,20250410,Defective,Approved,0.0
18723,181068,72334,20240726,Defective,Refunded,290.22
18724,181082,72340,20251014,Missing parts,Refunded,113.1
18725,181083,72340,20251017,Damaged,Refunded,62.24
18726,181090,72341,20241216,Changed mind,Refunded,125.27
18727,181104,72347,20240527,Changed mind,Refunded,105.08
18728,181110,72349,20251215,Damaged,Refunded,19.05
18729,181112,72350,20241222,Allergic reaction,Refunded,144.55
18730,181115,72351,20250822,Changed mind,Refunded,107.58
18731,181120,72355,20240612,Not as expected,Refunded,78.47
18732,181146,72365,20250606,Not as expected,Refunded,57.11
18733,181147,72366,20251008,Damaged,Refunded,227.85
18734,181158,72369,20250918,Changed mind,Refunded,162.37
18735,181185,72378,20241110,Defective,Refunded,184.55
18736,181191,72379,20240208,Not as expected,Refunded,271.02
18737,181205,72386,20250925,Not as expected,Refunded,177.44
18738,181227,72395,20240330,Changed mind,Refunded,34.86
18739,181244,72401,20240907,Changed mind,Approved,0.0
18740,181252,72406,20241114,Not as expected,Pending,0.0
18741,181275,72415,20240511,Wrong item,Refunded,22.44
18742,181277,72416,20241104,Damaged,Refunded,10.29
18743,181284,72419,20250627,Size/Fit,Refunded,62.5
18744,181293,72422,20241127,Not as expected,Refunded,291.48
18745,181311,72428,20241229,Not as expected,Approved,0.0
18746,181332,72434,20240430,Changed mind,Refunded,288.63
18747,181336,72436,20240503,Size/Fit,Refunded,52.42
18748,181339,72438,20251114,Allergic reaction,Refunded,58.46
18749,181361,72448,20250822,Changed mind,Refunded,34.38
18750,181368,72452,20241116,Defective,Refunded,788.71
18751,181374,72456,20251122,Damaged,Refunded,189.97
18752,181385,72462,20250923,Not as expected,Refunded,116.31
18753,181393,72464,20251004,Damaged,Refunded,188.72
18754,181406,72470,20240815,Changed mind,Refunded,213.62
18755,181421,72477,20241210,Not as expected,Refunded,66.01
18756,181422,72477,20241209,Not as expected,Refunded,61.38
18757,181434,72482,20251231,Damaged,Refunded,25.59
18758,181443,72486,20250714,Allergic reaction,Refunded,296.25
18759,181448,72489,20241008,Damaged,Refunded,70.32
18760,181473,72498,20250109,Damaged,Refunded,39.93
18761,181474,72498,20250118,Missing parts,Refunded,76.97
18762,181477,72498,20250123,Changed mind,Refunded,57.68
18763,181481,72500,20251231,Changed mind,Refunded,59.85
18764,181506,72508,20240704,Not as expected,Refunded,34.18
18765,181513,72510,20250705,Defective,Pending,0.0
18766,181520,72514,20251226,Damaged,Pending,0.0
18767,181524,72515,20251114,Damaged,Refunded,55.37
18768,181525,72515,20251113,Damaged,Refunded,318.47
18769,181538,72520,20250426,Changed mind,Approved,0.0
18770,181550,72526,20250930,Damaged,Refunded,64.29
18771,181555,72529,20241206,Damaged,Refunded,17.28
18772,181559,72531,20250415,Not as expected,Refunded,57.57
18773,181566,72533,20241106,Not as expected,Refunded,462.77
18774,181585,72542,20240410,Changed mind,Approved,0.0
18775,181589,72543,20251029,Damaged,Refunded,96.79
18776,181592,72545,20250729,Not as expected,Pending,0.0
18777,181598,72547,20240702,Damaged,Refunded,13.83
18778,181614,72554,20241101,Defective,Refunded,148.57
18779,181621,72557,20250205,Size/Fit,Refunded,37.86
18780,181632,72560,20241223,Size/Fit,Approved,0.0
18781,181637,72562,20250608,Size/Fit,Refunded,76.1
18782,181647,72566,20241204,Changed mind,Refunded,156.28
18783,181651,72567,20250523,Size/Fit,Refunded,87.29
18784,181672,72579,20250227,Wrong item,Refunded,9.88
18785,181690,72585,20241024,Damaged,Refunded,92.99
18786,181698,72589,20250406,Late delivery,Refunded,10.89
18787,181702,72589,20250407,Not as expected,Refunded,25.75
18788,181703,72590,20250603,Size/Fit,Pending,0.0
18789,181704,72590,20250530,Defective,Refunded,154.0
18790,181733,72601,20250519,Damaged,Refunded,115.51
18791,181747,72606,20251208,Changed mind,Pending,0.0
18792,181778,72615,20240122,Changed mind,Refunded,97.84
18793,181789,72620,20251127,Changed mind,Pending,0.0
18794,181793,72622,20250531,Allergic reaction,Refunded,125.74
18795,181799,72623,20250603,Wrong item,Approved,0.0
18796,181825,72630,20240625,Defective,Refunded,1026.89
18797,181827,72631,20250920,Not as expected,Pending,0.0
18798,181828,72632,20250520,Changed mind,Refunded,63.87
18799,181853,72640,20250520,Damaged,Refunded,201.76
18800,181866,72645,20250721,Changed mind,Refunded,162.95
18801,181882,72653,20251019,Late delivery,Refunded,15.81
18802,181885,72653,20251102,Late delivery,Refunded,20.36
18803,181892,72656,20241026,Wrong item,Refunded,26.45
18804,181905,72662,20251114,Allergic reaction,Refunded,118.97
18805,181907,72663,20250722,Not as expected,Refunded,91.95
18806,181914,72667,20250224,Damaged,Refunded,157.96
18807,181919,72669,20251018,Changed mind,Approved,0.0
18808,181935,72675,20240301,Changed mind,Refunded,172.39
18809,181940,72678,20240902,Not as expected,Refunded,487.03
18810,181962,72684,20250831,Changed mind,Refunded,206.36
18811,181992,72696,20250812,Defective,Refunded,114.56
18812,181997,72699,20240206,Allergic reaction,Refunded,59.4
18813,182009,72702,20251010,Not as expected,Refunded,86.26
18814,182041,72717,20240219,Not as expected,Refunded,216.33
18815,182042,72718,20250409,Damaged,Refunded,76.94
18816,182048,72720,20250109,Damaged,Refunded,137.81
18817,182065,72726,20241011,Missing parts,Approved,0.0
18818,182068,72727,20250320,Damaged,Refunded,28.94
18819,182072,72730,20250627,Changed mind,Approved,0.0
18820,182078,72732,20240122,Missing parts,Approved,0.0
18821,182081,72732,20240117,Changed mind,Refunded,50.75
18822,182082,72733,20240519,Size/Fit,Approved,0.0
18823,182104,72741,20241207,Changed mind,Refunded,92.53
18824,182107,72742,20240609,Damaged,Approved,0.0
18825,182116,72744,20240325,Changed mind,Refunded,149.89
18826,182147,72756,20241210,Not as expected,Refunded,81.96
18827,182155,72758,20250731,Not as expected,Refunded,228.59
18828,182164,72761,20250302,Damaged,Approved,0.0
18829,182165,72761,20250210,Wrong item,Approved,0.0
18830,182168,72763,20251021,Allergic reaction,Approved,0.0
18831,182178,72769,20240629,Damaged,Refunded,6.01
18832,182179,72769,20240719,Late delivery,Refunded,13.57
18833,182196,72775,20240129,Not as expected,Refunded,225.0
18834,182204,72778,20240114,Allergic reaction,Refunded,88.76
18835,182205,72778,20240111,Damaged,Refunded,94.22
18836,182263,72803,20250723,Not as expected,Refunded,153.54
18837,182264,72803,20250814,Damaged,Refunded,92.11
18838,182265,72803,20250827,Not as expected,Refunded,91.08
18839,182274,72806,20240905,Not as expected,Refunded,221.62
18840,182302,72818,20241005,Not as expected,Refunded,151.82
18841,182321,72824,20250428,Not as expected,Refunded,371.96
18842,182330,72827,20240203,Not as expected,Refunded,277.17
18843,182336,72830,20250408,Not as expected,Approved,0.0
18844,182337,72830,20250416,Not as expected,Approved,0.0
18845,182355,72839,20250114,Not as expected,Approved,0.0
18846,182356,72840,20240624,Wrong item,Refunded,34.62
18847,182364,72842,20250218,Not as expected,Refunded,296.74
18848,182365,72842,20250129,Damaged,Pending,0.0
18849,182379,72847,20250831,Wrong item,Refunded,14.24
18850,182386,72849,20240527,Missing parts,Refunded,372.64
18851,182392,72853,20250227,Damaged,Refunded,263.01
18852,182406,72859,20250928,Changed mind,Refunded,185.87
18853,182407,72860,20250325,Defective,Approved,0.0
18854,182419,72863,20240618,Changed mind,Refunded,39.28
18855,182435,72872,20241012,Changed mind,Refunded,64.57
18856,182443,72875,20240901,Wrong item,Pending,0.0
18857,182448,72876,20250705,Changed mind,Refunded,42.14
18858,182478,72885,20250216,Defective,Approved,0.0
18859,182489,72890,20241212,Not as expected,Refunded,93.58
18860,182491,72890,20241125,Missing parts,Refunded,247.18
18861,182493,72891,20240429,Changed mind,Refunded,23.86
18862,182502,72895,20250210,Changed mind,Approved,0.0
18863,182518,72902,20250711,Changed mind,Refunded,69.54
18864,182537,72907,20240308,Late delivery,Refunded,12.77
18865,182539,72908,20241105,Damaged,Pending,0.0
18866,182556,72915,20250331,Changed mind,Pending,0.0
18867,182559,72915,20250405,Changed mind,Refunded,57.94
18868,182560,72916,20250322,Changed mind,Pending,0.0
18869,182565,72917,20251231,Not as expected,Approved,0.0
18870,182566,72917,20251231,Defective,Refunded,192.44
18871,182572,72919,20250919,Size/Fit,Refunded,130.95
18872,182590,72926,20241018,Size/Fit,Refunded,124.77
18873,182613,72935,20241224,Not as expected,Refunded,289.65
18874,182623,72939,20240203,Allergic reaction,Refunded,97.14
18875,182633,72944,20240321,Damaged,Refunded,237.8
18876,182648,72948,20240319,Wrong item,Refunded,17.36
18877,182654,72951,20250713,Missing parts,Approved,0.0
18878,182660,72954,20250506,Damaged,Refunded,91.55
18879,182662,72955,20251107,Changed mind,Refunded,124.11
18880,182670,72959,20250616,Wrong item,Approved,0.0
18881,182673,72959,20250603,Damaged,Refunded,190.28
18882,182676,72962,20251231,Changed mind,Refunded,205.07
18883,182677,72962,20251231,Size/Fit,Refunded,152.9
18884,182695,72969,20250531,Damaged,Refunded,41.07
18885,182696,72970,20251127,Missing parts,Approved,0.0
18886,182703,72973,20251015,Size/Fit,Approved,0.0
